Record,Name,Trial,StimType,CellType,Spike,Spike_rate
1,18FB,1,FFF,MU,52,37.83076923
1,18FB,1,FFF,SU_RS,17,97.56047059
1,18FB,1,FFF,SU_FS,11,138.72
1,18FB,1,FFF,SU_RS,16,90.25
1,18FB,1,FFF,MU,34,57.66964706
1,18FB,1,FFF,SU_FS,91,20.84465934
1,18FB,1,FFF,MU,33,48.83781818
1,18FB,1,FFF,MU,76,25.74105263
1,18FB,1,FFF,SU_RS,27,67.11348148
1,18FB,2,FMS,MU,17,112.4103529
1,18FB,2,FMS,SU_RS,12,138.3306667
1,18FB,2,FMS,SU_FS,3,131.3066667
1,18FB,2,FMS,SU_RS,15,93.9456
1,18FB,2,FMS,MU,22,83.12727273
1,18FB,2,FMS,SU_FS,81,22.6477037
1,18FB,2,FMS,MU,24,76.28266667
1,18FB,2,FMS,MU,43,44.02455814
1,18FB,2,FMS,SU_RS,9,168.2062222
1,18FB,3,SMF,MU,52,36.94215385
1,18FB,3,SMF,SU_RS,28,64.77142857
1,18FB,3,SMF,SU_FS,13,146.176
1,18FB,3,SMF,SU_RS,44,40.28581818
1,18FB,3,SMF,MU,60,28.60053333
1,18FB,3,SMF,SU_FS,99,19.75563636
1,18FB,3,SMF,MU,40,48.436
1,18FB,3,SMF,MU,64,29.2695
1,18FB,3,SMF,SU_RS,31,52.82167742
1,18FB,4,FFF,MU,42,45.77371429
1,18FB,4,FFF,SU_RS,15,129.9498667
1,18FB,4,FFF,SU_FS,7,120.9371429
1,18FB,4,FFF,SU_RS,28,46.71085714
1,18FB,4,FFF,MU,39,49.30461538
1,18FB,4,FFF,SU_FS,80,24.5832
1,18FB,4,FFF,MU,28,70.61714286
1,18FB,4,FFF,MU,51,37.03341176
1,18FB,4,FFF,SU_RS,16,72.824
1,18FB,5,FFF,MU,33,57.54763636
1,18FB,5,FFF,SU_RS,15,103.1168
1,18FB,5,FFF,SU_FS,10,145.344
1,18FB,5,FFF,SU_RS,16,64.772
1,18FB,5,FFF,MU,31,59.46425806
1,18FB,5,FFF,SU_FS,105,18.90468571
1,18FB,5,FFF,MU,26,69.30461538
1,18FB,5,FFF,MU,64,29.384
1,18FB,5,FFF,SU_RS,22,47.08072727
1,18FB,6,SSS,MU,33,58.01987879
1,18FB,6,SSS,SU_RS,12,107.7706667
1,18FB,6,SSS,SU_FS,7,129.3028571
1,18FB,6,SSS,SU_RS,13,94.61415385
1,18FB,6,SSS,MU,30,57.67146667
1,18FB,6,SSS,SU_FS,62,31.96593548
1,18FB,6,SSS,MU,33,51.67612121
1,18FB,6,SSS,MU,48,38.85466667
1,18FB,6,SSS,SU_RS,27,56.76562963
1,18FB,7,FFF,MU,53,37.09041509
1,18FB,7,FFF,SU_RS,16,108.362
1,18FB,7,FFF,SU_FS,6,172.9653333
1,18FB,7,FFF,SU_RS,31,61.56593548
1,18FB,7,FFF,MU,47,40.57940426
1,18FB,7,FFF,SU_FS,80,24.4676
1,18FB,7,FFF,MU,36,54.12088889
1,18FB,7,FFF,MU,54,32.94459259
1,18FB,7,FFF,SU_RS,20,84.5696
1,18FB,8,SSS,MU,37,47.51048649
1,18FB,8,SSS,SU_RS,13,118.5452308
1,18FB,8,SSS,SU_FS,9,191.6266667
1,18FB,8,SSS,SU_RS,20,65.904
1,18FB,8,SSS,MU,41,45.17931707
1,18FB,8,SSS,SU_FS,90,21.27146667
1,18FB,8,SSS,MU,23,72.00417391
1,18FB,8,SSS,MU,58,34.28248276
1,18FB,8,SSS,SU_RS,21,83.85828571
1,18FB,9,SMF,MU,34,50.22305882
1,18FB,9,SMF,SU_RS,20,76.0768
1,18FB,9,SMF,SU_FS,8,217.632
1,18FB,9,SMF,SU_RS,13,140.1723077
1,18FB,9,SMF,MU,30,64.58453333
1,18FB,9,SMF,SU_FS,86,22.84911628
1,18FB,9,SMF,MU,34,50.50823529
1,18FB,9,SMF,MU,46,38.91826087
1,18FB,9,SMF,SU_RS,30,55.83466667
1,18FB,10,SSS,MU,34,46.77929412
1,18FB,10,SSS,SU_RS,15,68.59306667
1,18FB,10,SSS,SU_FS,10,143.872
1,18FB,10,SSS,SU_RS,26,72.73353846
1,18FB,10,SSS,MU,40,39.4768
1,18FB,10,SSS,SU_FS,69,27.52463768
1,18FB,10,SSS,MU,30,60.8032
1,18FB,10,SSS,MU,36,50.09244444
1,18FB,10,SSS,SU_RS,18,42.55644444
1,18FB,11,SMF,MU,44,38.82690909
1,18FB,11,SMF,SU_RS,17,87.30729412
1,18FB,11,SMF,SU_FS,12,133.32
1,18FB,11,SMF,SU_RS,24,74.79466667
1,18FB,11,SMF,MU,44,41.66763636
1,18FB,11,SMF,SU_FS,101,18.91263366
1,18FB,11,SMF,MU,17,95.65176471
1,18FB,11,SMF,MU,64,29.0045
1,18FB,11,SMF,SU_RS,27,66.51022222
1,18FB,12,FMS,MU,28,62.82285714
1,18FB,12,FMS,SU_RS,15,82.9504
1,18FB,12,FMS,SU_FS,7,229.1337143
1,18FB,12,FMS,SU_RS,28,68.75428571
1,18FB,12,FMS,MU,19,80.23410526
1,18FB,12,FMS,SU_FS,83,21.6613012
1,18FB,12,FMS,MU,19,90.848
1,18FB,12,FMS,MU,48,40.962
1,18FB,12,FMS,SU_RS,26,65.33415385
1,18FB,13,FFF,MU,23,75.04695652
1,18FB,13,FFF,SU_RS,8,179.244
1,18FB,13,FFF,SU_FS,4,57.664
1,18FB,13,FFF,SU_RS,11,133.4923636
1,18FB,13,FFF,MU,19,64.82357895
1,18FB,13,FFF,SU_FS,72,27.05866667
1,18FB,13,FFF,MU,24,62.12533333
1,18FB,13,FFF,MU,43,37.52781395
1,18FB,13,FFF,SU_RS,17,73.96894118
1,18FB,14,SMF,MU,28,62.70628571
1,18FB,14,SMF,SU_RS,10,83.7984
1,18FB,14,SMF,SU_FS,8,156.896
1,18FB,14,SMF,SU_RS,11,114.2603636
1,18FB,14,SMF,MU,24,73.32666667
1,18FB,14,SMF,SU_FS,87,22.20468966
1,18FB,14,SMF,MU,26,72.096
1,18FB,14,SMF,MU,42,38.97752381
1,18FB,14,SMF,SU_RS,17,78.27764706
1,18FB,15,FFF,MU,38,47.12252632
1,18FB,15,FFF,SU_RS,19,79.32126316
1,18FB,15,FFF,SU_FS,9,180.2417778
1,18FB,15,FFF,SU_RS,20,84.3056
1,18FB,15,FFF,MU,33,55.42012121
1,18FB,15,FFF,SU_FS,84,22.82247619
1,18FB,15,FFF,MU,35,54.50514286
1,18FB,15,FFF,MU,56,29.90685714
1,18FB,15,FFF,SU_RS,32,58.473
1,18FB,16,SMF,MU,41,45.47121951
1,18FB,16,SMF,SU_RS,10,81.1936
1,18FB,16,SMF,SU_FS,8,185.54
1,18FB,16,SMF,SU_RS,16,76.516
1,18FB,16,SMF,MU,33,55.47151515
1,18FB,16,SMF,SU_FS,53,34.84015094
1,18FB,16,SMF,MU,28,64.12457143
1,18FB,16,SMF,MU,56,33.85257143
1,18FB,16,SMF,SU_RS,29,57.43337931
1,18FB,17,SSS,MU,40,44.0184
1,18FB,17,SSS,SU_RS,8,95.204
1,18FB,17,SSS,SU_FS,7,76.01371429
1,18FB,17,SSS,SU_RS,11,144.3810909
1,18FB,17,SSS,MU,19,85.45010526
1,18FB,17,SSS,SU_FS,73,26.44339726
1,18FB,17,SSS,MU,29,64.71503448
1,18FB,17,SSS,MU,54,36.45392593
1,18FB,17,SSS,SU_RS,12,123.3706667
1,18FB,18,SMF,MU,32,60.916
1,18FB,18,SMF,SU_RS,13,116.2609231
1,18FB,18,SMF,SU_FS,10,147.76
1,18FB,18,SMF,SU_RS,18,103.7191111
1,18FB,18,SMF,MU,35,54.29851429
1,18FB,18,SMF,SU_FS,78,25.31035897
1,18FB,18,SMF,MU,21,90.54171429
1,18FB,18,SMF,MU,65,29.06141538
1,18FB,18,SMF,SU_RS,20,77.3584
1,18FB,19,FMS,MU,30,62.86293333
1,18FB,19,FMS,SU_RS,3,133.4506667
1,18FB,19,FMS,SU_FS,10,150.1952
1,18FB,19,FMS,SU_RS,18,102.6222222
1,18FB,19,FMS,MU,33,54.5609697
1,18FB,19,FMS,SU_FS,71,26.82907042
1,18FB,19,FMS,MU,32,56.582
1,18FB,19,FMS,MU,68,28.71811765
1,18FB,19,FMS,SU_RS,22,80.064
1,18FB,20,FMS,MU,27,55.99051852
1,18FB,20,FMS,SU_RS,9,117.6462222
1,18FB,20,FMS,SU_FS,6,277.4026667
1,18FB,20,FMS,SU_RS,12,82.344
1,18FB,20,FMS,MU,23,61.48591304
1,18FB,20,FMS,SU_FS,79,25.13012658
1,18FB,20,FMS,MU,29,55.06427586
1,18FB,20,FMS,MU,65,29.64972308
1,18FB,20,FMS,SU_RS,22,80.91054545
1,18FB,21,SMF,MU,28,64.37371429
1,18FB,21,SMF,SU_RS,12,126.016
1,18FB,21,SMF,SU_FS,4,97.104
1,18FB,21,SMF,SU_RS,20,87.8144
1,18FB,21,SMF,MU,24,71.79066667
1,18FB,21,SMF,SU_FS,75,24.88362667
1,18FB,21,SMF,MU,28,50.99657143
1,18FB,21,SMF,MU,56,33.24628571
1,18FB,21,SMF,SU_RS,28,70.41828571
1,18FB,22,FMS,MU,30,55.03893333
1,18FB,22,FMS,SU_RS,12,140.552
1,18FB,22,FMS,SU_FS,9,188.9884444
1,18FB,22,FMS,SU_RS,17,102.528
1,18FB,22,FMS,MU,36,48.576
1,18FB,22,FMS,SU_FS,58,33.28993103
1,18FB,22,FMS,MU,19,74.72
1,18FB,22,FMS,MU,49,38.72130612
1,18FB,22,FMS,SU_RS,23,53.84626087
1,18FB,23,FFF,MU,48,31.954
1,18FB,23,FFF,SU_RS,17,79.90964706
1,18FB,23,FFF,SU_FS,3,197.44
1,18FB,23,FFF,SU_RS,13,116.9821538
1,18FB,23,FFF,MU,38,51.25389474
1,18FB,23,FFF,SU_FS,76,25.24547368
1,18FB,23,FFF,MU,29,62.14289655
1,18FB,23,FFF,MU,53,33.13509434
1,18FB,23,FFF,SU_RS,21,88.32761905
1,18FB,24,SMF,MU,40,44.9144
1,18FB,24,SMF,SU_RS,11,117.3207273
1,18FB,24,SMF,SU_FS,9,208.2168889
1,18FB,24,SMF,SU_RS,16,80.106
1,18FB,24,SMF,MU,33,57.97042424
1,18FB,24,SMF,SU_FS,78,25.33784615
1,18FB,24,SMF,MU,28,63.26857143
1,18FB,24,SMF,MU,69,28.9177971
1,18FB,24,SMF,SU_RS,33,52.01939394
1,18FB,25,FFF,MU,20,95.8096
1,18FB,25,FFF,SU_RS,7,255.552
1,18FB,25,FFF,SU_FS,6,155.712
1,18FB,25,FFF,SU_RS,13,111.6775385
1,18FB,25,FFF,MU,21,69.20990476
1,18FB,25,FFF,SU_FS,78,25.20902564
1,18FB,25,FFF,MU,28,65.112
1,18FB,25,FFF,MU,54,35.20059259
1,18FB,25,FFF,SU_RS,18,99.35466667
1,18FB,26,FMS,MU,28,65.61028571
1,18FB,26,FMS,SU_RS,11,96.064
1,18FB,26,FMS,SU_FS,7,198.0068571
1,18FB,26,FMS,SU_RS,20,62.5664
1,18FB,26,FMS,MU,33,45.80945455
1,18FB,26,FMS,SU_FS,81,23.4662716
1,18FB,26,FMS,MU,31,52.43870968
1,18FB,26,FMS,MU,55,34.43956364
1,18FB,26,FMS,SU_RS,20,89.3056
1,18FB,27,FFF,MU,43,44.70474419
1,18FB,27,FFF,SU_RS,16,116.488
1,18FB,27,FFF,SU_FS,11,139.1650909
1,18FB,27,FFF,SU_RS,25,76.1856
1,18FB,27,FFF,MU,45,44.08888889
1,18FB,27,FFF,SU_FS,82,22.83395122
1,18FB,27,FFF,MU,36,54.27911111
1,18FB,27,FFF,MU,79,23.63989873
1,18FB,27,FFF,SU_RS,31,59.3403871
1,18FB,28,SSS,MU,38,49.11831579
1,18FB,28,SSS,SU_RS,21,82.37714286
1,18FB,28,SSS,SU_FS,5,245.2608
1,18FB,28,SSS,SU_RS,17,104.1731765
1,18FB,28,SSS,MU,45,40.9216
1,18FB,28,SSS,SU_FS,82,23.856
1,18FB,28,SSS,MU,26,64.98830769
1,18FB,28,SSS,MU,61,32.09967213
1,18FB,28,SSS,SU_RS,32,46.469
1,18FB,29,SSS,MU,40,44.8864
1,18FB,29,SSS,SU_RS,6,219.888
1,18FB,29,SSS,SU_FS,16,112.482
1,18FB,29,SSS,SU_RS,24,65.43733333
1,18FB,29,SSS,MU,43,36.56632558
1,18FB,29,SSS,SU_FS,78,25.14994872
1,18FB,29,SSS,MU,30,64.7488
1,18FB,29,SSS,MU,41,43.52
1,18FB,29,SSS,SU_RS,29,58.19806897
1,18FB,30,SMF,MU,29,56.01324138
1,18FB,30,SMF,SU_RS,15,107.2448
1,18FB,30,SMF,SU_FS,7,150.3634286
1,18FB,30,SMF,SU_RS,14,134.5074286
1,18FB,30,SMF,MU,29,63.73848276
1,18FB,30,SMF,SU_FS,72,27.56533333
1,18FB,30,SMF,MU,22,65.75127273
1,18FB,30,SMF,MU,37,53.24367568
1,18FB,30,SMF,SU_RS,29,54.62068966
1,18FB,31,FFF,MU,33,50.39127273
1,18FB,31,FFF,SU_RS,14,108.6445714
1,18FB,31,FFF,SU_FS,5,162.9184
1,18FB,31,FFF,SU_RS,16,112.132
1,18FB,31,FFF,MU,20,80.5888
1,18FB,31,FFF,SU_FS,70,27.21508571
1,18FB,31,FFF,MU,32,58.928
1,18FB,31,FFF,MU,52,36.61661538
1,18FB,31,FFF,SU_RS,25,53.31072
1,18FB,32,FFF,MU,21,86.57066667
1,18FB,32,FFF,SU_RS,20,84.2304
1,18FB,32,FFF,SU_FS,6,113.8293333
1,18FB,32,FFF,SU_RS,29,52.56496552
1,18FB,32,FFF,MU,19,85.53094737
1,18FB,32,FFF,SU_FS,65,28.97575385
1,18FB,32,FFF,MU,17,83.11152941
1,18FB,32,FFF,MU,40,45.4016
1,18FB,32,FFF,SU_RS,18,53.61422222
1,18FB,33,SSS,MU,24,77.93333333
1,18FB,33,SSS,SU_RS,2,296.32
1,18FB,33,SSS,SU_FS,8,112.556
1,18FB,33,SSS,SU_RS,12,107.9946667
1,18FB,33,SSS,MU,25,60.18816
1,18FB,33,SSS,SU_FS,72,27.18844444
1,18FB,33,SSS,MU,23,84.7346087
1,18FB,33,SSS,MU,47,38.76153191
1,18FB,33,SSS,SU_RS,15,71.63306667
1,18FB,34,SSS,MU,33,54.13527273
1,18FB,34,SSS,SU_RS,5,153.6384
1,18FB,34,SSS,SU_FS,9,204.2311111
1,18FB,34,SSS,SU_RS,11,137.7861818
1,18FB,34,SSS,MU,25,68.09856
1,18FB,34,SSS,SU_FS,71,27.48574648
1,18FB,34,SSS,MU,25,63.4752
1,18FB,34,SSS,MU,36,44.92266667
1,18FB,34,SSS,SU_RS,17,85.74494118
1,18FB,35,SMF,MU,25,59.80288
1,18FB,35,SMF,SU_RS,17,106.304
1,18FB,35,SMF,SU_FS,3,349.8453333
1,18FB,35,SMF,SU_RS,19,77.23115789
1,18FB,35,SMF,MU,30,57.1296
1,18FB,35,SMF,SU_FS,64,29.89
1,18FB,35,SMF,MU,31,59.6676129
1,18FB,35,SMF,MU,54,34.27733333
1,18FB,35,SMF,SU_RS,29,56.88386207
1,18FB,36,SMF,MU,41,44.86556098
1,18FB,36,SMF,SU_RS,9,195.1146667
1,18FB,36,SMF,SU_FS,6,259.8133333
1,18FB,36,SMF,SU_RS,21,90.912
1,18FB,36,SMF,MU,25,73.98016
1,18FB,36,SMF,SU_FS,78,25.0625641
1,18FB,36,SMF,MU,21,80.48609524
1,18FB,36,SMF,MU,45,41.17333333
1,18FB,36,SMF,SU_RS,17,86.17411765
1,18FB,37,FMS,MU,45,40.31644444
1,18FB,37,FMS,SU_RS,12,145.976
1,18FB,37,FMS,SU_FS,15,103.9061333
1,18FB,37,FMS,SU_RS,32,56.53
1,18FB,37,FMS,MU,54,33.42814815
1,18FB,37,FMS,SU_FS,95,20.02155789
1,18FB,37,FMS,MU,24,77.876
1,18FB,37,FMS,MU,61,29.73481967
1,18FB,37,FMS,SU_RS,19,65.23284211
1,18FB,38,FMS,MU,33,43.77793939
1,18FB,38,FMS,SU_RS,11,102.4290909
1,18FB,38,FMS,SU_FS,7,202.1531429
1,18FB,38,FMS,SU_RS,15,101.2842667
1,18FB,38,FMS,MU,31,56.10632258
1,18FB,38,FMS,SU_FS,79,24.54197468
1,18FB,38,FMS,MU,21,92.2392381
1,18FB,38,FMS,MU,46,41.21182609
1,18FB,38,FMS,SU_RS,9,184.9955556
1,18FB,39,SSS,MU,30,56.73386667
1,18FB,39,SSS,SU_RS,15,120.0128
1,18FB,39,SSS,SU_FS,6,136.5706667
1,18FB,39,SSS,SU_RS,11,123.8807273
1,18FB,39,SSS,MU,33,57.58254545
1,18FB,39,SSS,SU_FS,82,23.70029268
1,18FB,39,SSS,MU,20,77.088
1,18FB,39,SSS,MU,39,44.69415385
1,18FB,39,SSS,SU_RS,14,113.6045714
1,18FB,40,SSS,MU,47,38.37412766
1,18FB,40,SSS,SU_RS,10,103.504
1,18FB,40,SSS,SU_FS,5,225.4464
1,18FB,40,SSS,SU_RS,14,125.5977143
1,18FB,40,SSS,MU,31,55.44258065
1,18FB,40,SSS,SU_FS,80,24.6332
1,18FB,40,SSS,MU,21,75.0232381
1,18FB,40,SSS,MU,45,41.42364444
1,18FB,40,SSS,SU_RS,18,79.21066667
1,18FB,41,FFF,MU,30,62.8576
1,18FB,41,FFF,SU_RS,16,109.306
1,18FB,41,FFF,SU_FS,8,91.416
1,18FB,41,FFF,SU_RS,11,159.4734545
1,18FB,41,FFF,MU,43,41.28744186
1,18FB,41,FFF,SU_FS,89,22.13249438
1,18FB,41,FFF,MU,39,49.85435897
1,18FB,41,FFF,MU,44,45.08436364
1,18FB,41,FFF,SU_RS,23,82.77982609
1,18FB,42,FMS,MU,32,56.78
1,18FB,42,FMS,SU_RS,12,113.3226667
1,18FB,42,FMS,SU_FS,8,190.188
1,18FB,42,FMS,SU_RS,15,127.8528
1,18FB,42,FMS,MU,27,65.61777778
1,18FB,42,FMS,SU_FS,54,36.5837037
1,18FB,42,FMS,MU,21,78.68190476
1,18FB,42,FMS,MU,55,35.40654545
1,18FB,42,FMS,SU_RS,17,111.6611765
1,18FB,43,FFF,MU,31,56.28903226
1,18FB,43,FFF,SU_RS,7,178.9211429
1,18FB,43,FFF,SU_FS,5,208.3776
1,18FB,43,FFF,SU_RS,15,92.0576
1,18FB,43,FFF,MU,24,64.17066667
1,18FB,43,FFF,SU_FS,77,25.65901299
1,18FB,43,FFF,MU,33,58.32048485
1,18FB,43,FFF,MU,56,29.01085714
1,18FB,43,FFF,SU_RS,25,61.57184
1,18FB,44,FFF,MU,35,54.67337143
1,18FB,44,FFF,SU_RS,8,213.416
1,18FB,44,FFF,SU_FS,5,211.5776
1,18FB,44,FFF,SU_RS,14,92.99885714
1,18FB,44,FFF,MU,23,75.60626087
1,18FB,44,FFF,SU_FS,67,28.22304478
1,18FB,44,FFF,MU,29,54.60965517
1,18FB,44,FFF,MU,48,37.79466667
1,18FB,44,FFF,SU_RS,18,77.91288889
1,18FB,45,FMS,MU,29,65.56248276
1,18FB,45,FMS,SU_RS,12,140.28
1,18FB,45,FMS,SU_FS,2,129.664
1,18FB,45,FMS,SU_RS,10,95.1616
1,18FB,45,FMS,MU,27,51.29481481
1,18FB,45,FMS,SU_FS,60,33.15093333
1,18FB,45,FMS,MU,23,77.77947826
1,18FB,45,FMS,MU,45,42.09777778
1,18FB,45,FMS,SU_RS,17,94.68988235
1,18FB,46,FFF,MU,33,59.20387879
1,18FB,46,FFF,SU_RS,7,192.2011429
1,18FB,46,FFF,SU_FS,6,277.568
1,18FB,46,FFF,SU_RS,15,87.04
1,18FB,46,FFF,MU,27,58.47111111
1,18FB,46,FFF,SU_FS,64,27.496
1,18FB,46,FFF,MU,18,82.29511111
1,18FB,46,FFF,MU,50,38.35392
1,18FB,46,FFF,SU_RS,21,69.73257143
1,18FB,47,FFF,MU,30,49.952
1,18FB,47,FFF,SU_RS,6,301.1946667
1,18FB,47,FFF,SU_FS,5,212.7232
1,18FB,47,FFF,SU_RS,18,107.2177778
1,18FB,47,FFF,MU,31,54.90787097
1,18FB,47,FFF,SU_FS,63,30.34107937
1,18FB,47,FFF,MU,20,77.3056
1,18FB,47,FFF,MU,42,45.53295238
1,18FB,47,FFF,SU_RS,21,72.64457143
1,18FB,48,FMS,MU,32,57.56
1,18FB,48,FMS,SU_RS,8,176.984
1,18FB,48,FMS,SU_FS,13,138.2670769
1,18FB,48,FMS,SU_RS,24,70.57733333
1,18FB,48,FMS,MU,35,51.81714286
1,18FB,48,FMS,SU_FS,77,25.39677922
1,18FB,48,FMS,MU,30,56.9024
1,18FB,48,FMS,MU,57,33.76112281
1,18FB,48,FMS,SU_RS,20,95.704
1,18FB,49,SMF,MU,41,40.34185366
1,18FB,49,SMF,SU_RS,23,49.02817391
1,18FB,49,SMF,SU_FS,10,158.1696
1,18FB,49,SMF,SU_RS,21,83.41180952
1,18FB,49,SMF,MU,34,56.82258824
1,18FB,49,SMF,SU_FS,67,29.36835821
1,18FB,49,SMF,MU,29,62.17931034
1,18FB,49,SMF,MU,55,33.12930909
1,18FB,49,SMF,SU_RS,22,77.52290909
1,18FB,50,SMF,MU,38,47.61178947
1,18FB,50,SMF,SU_RS,16,110.858
1,18FB,50,SMF,SU_FS,7,145.2937143
1,18FB,50,SMF,SU_RS,32,55.494
1,18FB,50,SMF,MU,48,38.28933333
1,18FB,50,SMF,SU_FS,79,24.06075949
1,18FB,50,SMF,MU,25,77.504
1,18FB,50,SMF,MU,57,33.49445614
1,18FB,50,SMF,SU_RS,14,107.1565714
1,18FB,51,SMF,MU,42,41.99009524
1,18FB,51,SMF,SU_RS,13,134.8553846
1,18FB,51,SMF,SU_FS,10,176.0608
1,18FB,51,SMF,SU_RS,25,67.2384
1,18FB,51,SMF,MU,42,45.7127619
1,18FB,51,SMF,SU_FS,55,34.1312
1,18FB,51,SMF,MU,33,54.57260606
1,18FB,51,SMF,MU,57,33.78470175
1,18FB,51,SMF,SU_RS,27,73.06311111
1,18FB,52,FMS,MU,44,44.92145455
1,18FB,52,FMS,SU_RS,16,98.224
1,18FB,52,FMS,SU_FS,8,169.696
1,18FB,52,FMS,SU_RS,11,122.6269091
1,18FB,52,FMS,MU,33,42.70642424
1,18FB,52,FMS,SU_FS,43,45.32762791
1,18FB,52,FMS,MU,31,62.44232258
1,18FB,52,FMS,MU,43,43.11888372
1,18FB,52,FMS,SU_RS,23,67.1986087
1,18FB,53,SMF,MU,44,42.12218182
1,18FB,53,SMF,SU_RS,19,82.55831579
1,18FB,53,SMF,SU_FS,10,179.3856
1,18FB,53,SMF,SU_RS,23,72.77913043
1,18FB,53,SMF,MU,51,33.19278431
1,18FB,53,SMF,SU_FS,77,25.33693506
1,18FB,53,SMF,MU,34,52.65788235
1,18FB,53,SMF,MU,37,52.08216216
1,18FB,53,SMF,SU_RS,25,47.56864
1,18FB,54,FMS,MU,41,45.10517073
1,18FB,54,FMS,SU_RS,7,166.4868571
1,18FB,54,FMS,SU_FS,9,128.9848889
1,18FB,54,FMS,SU_RS,25,59.42912
1,18FB,54,FMS,MU,32,59.626
1,18FB,54,FMS,SU_FS,59,32.34440678
1,18FB,54,FMS,MU,25,65.36448
1,18FB,54,FMS,MU,40,47.3016
1,18FB,54,FMS,SU_RS,20,51.0944
1,18FB,55,SMF,MU,56,33.62
1,18FB,55,SMF,SU_RS,15,100.4757333
1,18FB,55,SMF,SU_FS,8,209.828
1,18FB,55,SMF,SU_RS,36,51.35466667
1,18FB,55,SMF,MU,56,33.77428571
1,18FB,55,SMF,SU_FS,69,27.46202899
1,18FB,55,SMF,MU,39,50.50502564
1,18FB,55,SMF,MU,66,28.83975758
1,18FB,55,SMF,SU_RS,16,91.61
1,18FB,56,SMF,MU,55,33.12116364
1,18FB,56,SMF,SU_RS,18,91.07022222
1,18FB,56,SMF,SU_FS,10,157.2736
1,18FB,56,SMF,SU_RS,27,71.82814815
1,18FB,56,SMF,MU,39,45.77476923
1,18FB,56,SMF,SU_FS,72,27.29822222
1,18FB,56,SMF,MU,24,77.10266667
1,18FB,56,SMF,MU,49,39.79428571
1,18FB,56,SMF,SU_RS,13,118.656
1,18FB,57,SSS,MU,50,36.04032
1,18FB,57,SSS,SU_RS,16,80.304
1,18FB,57,SSS,SU_FS,7,266.592
1,18FB,57,SSS,SU_RS,21,92.21333333
1,18FB,57,SSS,MU,54,34.11911111
1,18FB,57,SSS,SU_FS,71,27.16169014
1,18FB,57,SSS,MU,34,57.83341176
1,18FB,57,SSS,MU,44,44.752
1,18FB,57,SSS,SU_RS,20,97.4624
1,18FB,58,FMS,MU,40,47.5096
1,18FB,58,FMS,SU_RS,13,125.2824615
1,18FB,58,FMS,SU_FS,9,154.6737778
1,18FB,58,FMS,SU_RS,18,96.86755556
1,18FB,58,FMS,MU,33,59.98157576
1,18FB,58,FMS,SU_FS,80,23.2216
1,18FB,58,FMS,MU,21,78.69561905
1,18FB,58,FMS,MU,53,34.91803774
1,18FB,58,FMS,SU_RS,19,83.27578947
1,18FB,59,SMF,MU,32,52.506
1,18FB,59,SMF,SU_RS,11,145.5854545
1,18FB,59,SMF,SU_FS,9,112.2382222
1,18FB,59,SMF,SU_RS,16,96.482
1,18FB,59,SMF,MU,47,30.79012766
1,18FB,59,SMF,SU_FS,50,37.74976
1,18FB,59,SMF,MU,29,62.89324138
1,18FB,59,SMF,MU,48,38.56266667
1,18FB,59,SMF,SU_RS,17,70.35294118
1,18FB,60,FFF,MU,28,71.25485714
1,18FB,60,FFF,SU_RS,8,215.952
1,18FB,60,FFF,SU_FS,5,181.1328
1,18FB,60,FFF,SU_RS,14,134.0777143
1,18FB,60,FFF,MU,29,65.61986207
1,18FB,60,FFF,SU_FS,74,26.81383784
1,18FB,60,FFF,MU,27,63.21066667
1,18FB,60,FFF,MU,69,24.72718841
1,18FB,60,FFF,SU_RS,18,83.51466667
1,18FB,61,FFF,MU,39,50.848
1,18FB,61,FFF,SU_RS,5,159.7504
1,18FB,61,FFF,SU_FS,8,168.064
1,18FB,61,FFF,SU_RS,6,280.9813333
1,18FB,61,FFF,MU,22,66.80145455
1,18FB,61,FFF,SU_FS,59,33.43728814
1,18FB,61,FFF,MU,30,59.73546667
1,18FB,61,FFF,MU,54,35.74933333
1,18FB,61,FFF,SU_RS,16,75.91
1,18FB,62,SMF,MU,46,37.22504348
1,18FB,62,SMF,SU_RS,11,115.5403636
1,18FB,62,SMF,SU_FS,11,165.3207273
1,18FB,62,SMF,SU_RS,22,79.344
1,18FB,62,SMF,MU,25,73.84064
1,18FB,62,SMF,SU_FS,78,24.46728205
1,18FB,62,SMF,MU,45,40.04266667
1,18FB,62,SMF,MU,65,29.11753846
1,18FB,62,SMF,SU_RS,31,58.63432258
1,18FB,63,SSS,MU,35,50.06811429
1,18FB,63,SSS,SU_RS,11,132.2996364
1,18FB,63,SSS,SU_FS,2,254.032
1,18FB,63,SSS,SU_RS,17,99.38447059
1,18FB,63,SSS,MU,29,58.98703448
1,18FB,63,SSS,SU_FS,61,29.94570492
1,18FB,63,SSS,MU,27,62.50311111
1,18FB,63,SSS,MU,63,29.04279365
1,18FB,63,SSS,SU_RS,16,110.834
1,18FB,64,SMF,MU,58,31.61875862
1,18FB,64,SMF,SU_RS,15,97.30986667
1,18FB,64,SMF,SU_FS,9,120.7573333
1,18FB,64,SMF,SU_RS,20,78.0752
1,18FB,64,SMF,MU,37,50.76064865
1,18FB,64,SMF,SU_FS,66,29.94472727
1,18FB,64,SMF,MU,33,55.12145455
1,18FB,64,SMF,MU,54,36.38696296
1,18FB,64,SMF,SU_RS,15,92.59093333
1,18FB,65,SMF,MU,33,53.55345455
